6 1 1114 592 164 81 -1 -1 -1 -1 label : spot-0.12
6 2 1052 560 145 27 -1 -1 -1 -1 label : invalidSpot-entrance 0.11
7 1 1109 592 170 84 -1 -1 -1 -1 label : spot-0.33
7 2 1048 557 147 29 -1 -1 -1 -1 label : invalidSpot-entrance 0.27
8 1 1107 589 172 84 -1 -1 -1 -1 label : spot-0.36
8 2 1044 554 144 31 -1 -1 -1 -1 label : invalidSpot-entrance 0.24
9 1 1101 589 178 88 -1 -1 -1 -1 label : spot-0.27
9 2 1053 552 129 32 -1 -1 -1 -1 label : invalidSpot-entrance 0.16
9 3 1118 550 66 37 -1 -1 -1 -1 label : invalidSpot-entrance 0.13
10 1 1093 587 186 95 -1 -1 -1 -1 label : spot-0.20
10 2 1050 551 132 32 -1 -1 -1 -1 label : invalidSpot-entrance 0.12
12 2 1012 545 164 33 -1 -1 -1 -1 label : invalidSpot-entrance 0.10
13 2 1005 543 169 33 -1 -1 -1 -1 label : invalidSpot-entrance 0.14
14 2 994 538 170 33 -1 -1 -1 -1 label : invalidSpot-entrance 0.34
15 2 991 535 169 34 -1 -1 -1 -1 label : invalidSpot-entrance 0.33
15 5 680 517 86 29 -1 -1 -1 -1 label : spot-1 0.11
16 2 990 532 165 35 -1 -1 -1 -1 label : invalidSpot-entrance 0.26
16 5 674 514 85 28 -1 -1 -1 -1 label : spot-1 0.13
17 2 975 527 182 34 -1 -1 -1 -1 label : invalidSpot-entrance 0.21
17 5 666 512 87 29 -1 -1 -1 -1 label : spot-1 0.17
18 2 972 525 178 33 -1 -1 -1 -1 label : invalidSpot-entrance 0.17
18 5 659 507 86 30 -1 -1 -1 -1 label : spot-1 0.11
19 2 965 521 177 34 -1 -1 -1 -1 label : invalidSpot-entrance 0.17
19 5 651 505 91 30 -1 -1 -1 -1 label : spot-1 0.14
20 1 1022 561 257 79 -1 -1 -1 -1 label : spot-0.33
20 2 961 519 178 36 -1 -1 -1 -1 label : invalidSpot-entrance 0.13
20 5 645 504 92 29 -1 -1 -1 -1 label : spot-1 0.11
21 1 1029 558 249 81 -1 -1 -1 -1 label : spot-0.39
21 2 960 517 175 37 -1 -1 -1 -1 label : invalidSpot-entrance 0.14
21 5 640 503 88 28 -1 -1 -1 -1 label : spot-1 0.11
22 1 1014 557 265 80 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.21
22 2 954 514 177 38 -1 -1 -1 -1 label : invalidSpot-entrance 0.11
23 1 1006 556 273 78 -1 -1 -1 -1 label : spot-0.23
23 2 945 514 187 37 -1 -1 -1 -1 label : invalidSpot-entrance 0.22
23 5 625 499 94 30 -1 -1 -1 -1 label : spot-1 0.12
24 1 997 556 282 78 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.18
24 2 938 512 193 37 -1 -1 -1 -1 label : invalidSpot-entrance 0.13
24 5 620 498 90 31 -1 -1 -1 -1 label : spot-1 0.10
25 1 988 555 290 80 -1 -1 -1 -1 label : spot-0.18
25 2 936 512 188 38 -1 -1 -1 -1 label : invalidSpot-entrance 0.14
25 5 611 499 94 31 -1 -1 -1 -1 label : spot-1 0.10
26 1 981 553 296 80 -1 -1 -1 -1 label : spot-0.18
26 2 935 512 185 39 -1 -1 -1 -1 label : invalidSpot-entrance 0.11
27 2 930 512 187 41 -1 -1 -1 -1 label : invalidSpot-entrance 0.29
27 3 1015 515 105 46 -1 -1 -1 -1 label : invalidSpot-entrance 0.21
27 5 596 499 95 32 -1 -1 -1 -1 label : spot-1 0.11
28 2 924 511 190 41 -1 -1 -1 -1 label : invalidSpot-entrance 0.22
29 5 580 502 97 34 -1 -1 -1 -1 label : spot-1 0.22
30 5 574 501 95 36 -1 -1 -1 -1 label : spot-1 0.24
31 1 955 553 324 69 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.25
31 5 566 501 95 37 -1 -1 -1 -1 label : spot-1 0.10
32 1 960 552 311 70 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.23
32 2 895 507 210 41 -1 -1 -1 -1 label : invalidSpot-entrance 0.21
32 5 555 499 102 38 -1 -1 -1 -1 label : spot-1 0.11
33 1 967 549 302 74 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.26
33 2 888 506 214 42 -1 -1 -1 -1 label : invalidSpot-entrance 0.15
33 5 549 499 100 39 -1 -1 -1 -1 label : spot-1 0.11
34 1 955 547 317 79 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.27
34 2 881 504 219 43 -1 -1 -1 -1 label : invalidSpot-entrance 0.12
35 1 950 546 323 79 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.38
36 5 522 496 108 41 -1 -1 -1 -1 label : spot-1 0.26
37 2 860 497 236 47 -1 -1 -1 -1 label : invalidSpot-entrance 0.35
37 5 516 495 107 42 -1 -1 -1 -1 label : spot-1 0.28
38 2 854 495 227 45 -1 -1 -1 -1 label : invalidSpot-entrance 0.34
38 5 508 494 108 43 -1 -1 -1 -1 label : spot-1 0.15
39 1 931 545 342 99 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.42
39 2 853 494 233 50 -1 -1 -1 -1 label : invalidSpot-entrance 0.30
39 5 499 495 111 46 -1 -1 -1 -1 label : spot-1 0.14
40 1 925 544 349 101 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.39
40 2 843 494 253 49 -1 -1 -1 -1 label : invalidSpot-entrance 0.32
41 2 844 495 250 50 -1 -1 -1 -1 label : invalidSpot-entrance 0.33
41 5 485 493 112 48 -1 -1 -1 -1 label : spot-1 0.33
42 2 838 497 257 50 -1 -1 -1 -1 label : invalidSpot-entrance 0.32
42 5 476 492 115 50 -1 -1 -1 -1 label : spot-1 0.31
43 2 834 497 258 51 -1 -1 -1 -1 label : invalidSpot-entrance 0.32
43 5 468 490 115 52 -1 -1 -1 -1 label : spot-1 0.30
44 2 836 498 254 52 -1 -1 -1 -1 label : invalidSpot-entrance 0.41
44 5 455 491 125 53 -1 -1 -1 -1 label : spot-1 0.39
45 2 830 497 264 51 -1 -1 -1 -1 label : invalidSpot-entrance 0.30
45 5 447 490 126 52 -1 -1 -1 -1 label : spot-1 0.27
46 2 824 494 271 53 -1 -1 -1 -1 label : invalidSpot-entrance 0.31
46 5 440 490 130 52 -1 -1 -1 -1 label : spot-1 0.21
47 2 820 492 277 56 -1 -1 -1 -1 label : invalidSpot-entrance 0.37
47 5 433 491 130 51 -1 -1 -1 -1 label : spot-1 0.23
48 2 817 491 283 57 -1 -1 -1 -1 label : invalidSpot-entrance 0.39
48 5 425 491 129 52 -1 -1 -1 -1 label : spot-1 0.24
48 9 418 492 143 41 -1 -1 -1 -1 label : invalidSpot-entrance 0.18
49 2 811 491 293 58 -1 -1 -1 -1 label : invalidSpot-entrance 0.42
49 5 417 491 131 53 -1 -1 -1 -1 label : spot-1 0.23
50 2 808 489 298 60 -1 -1 -1 -1 label : invalidSpot-entrance 0.33
50 5 409 489 134 59 -1 -1 -1 -1 label : spot-1 0.22
51 2 803 490 310 60 -1 -1 -1 -1 label : invalidSpot-entrance 0.27
51 5 401 488 136 61 -1 -1 -1 -1 label : spot-1 0.27
