14 2 811 527 467 103 -1 -1 -1 -1 label : spot-0.31
15 2 827 528 448 108 -1 -1 -1 -1 label : spot-0.33
16 2 809 529 470 109 -1 -1 -1 -1 label : spot-0.38
17 2 813 529 466 112 -1 -1 -1 -1 label : spot-0.39
18 2 811 530 468 114 -1 -1 -1 -1 label : spot-0.23
19 2 812 534 467 112 -1 -1 -1 -1 label : spot-0.24
20 2 815 535 464 112 -1 -1 -1 -1 label : spot-0.33
21 2 819 537 458 115 -1 -1 -1 -1 label : spot-0.41
22 2 815 534 461 122 -1 -1 -1 -1 label : spot-0.47
23 2 820 534 451 131 -1 -1 -1 -1 label : spot-0.45
24 2 813 536 465 132 -1 -1 -1 -1 label : spot-0.44
25 2 811 537 468 130 -1 -1 -1 -1 label : spot-0.44
26 2 816 538 460 136 -1 -1 -1 -1 label : spot-0.40
27 2 815 539 464 133 -1 -1 -1 -1 label : spot-0.53
28 2 818 540 461 129 -1 -1 -1 -1 label : spot-0.55
29 2 828 540 448 132 -1 -1 -1 -1 label : spot-0.59
30 2 823 540 456 128 -1 -1 -1 -1 label : spot-0.38
31 2 833 539 442 131 -1 -1 -1 -1 label : spot-0.45
32 2 830 537 449 132 -1 -1 -1 -1 label : spot-0.52
33 2 832 536 447 131 -1 -1 -1 -1 label : spot-0.50
34 2 836 534 443 132 -1 -1 -1 -1 label : spot-0.50
35 2 836 533 443 129 -1 -1 -1 -1 label : spot-0.55
36 2 839 531 440 123 -1 -1 -1 -1 label : spot-0.42
37 2 847 530 432 116 -1 -1 -1 -1 label : spot-0.27
38 2 860 529 416 119 -1 -1 -1 -1 label : spot-0.35
38 3 849 529 405 106 -1 -1 -1 -1 label : spot-1 0.19
39 2 863 529 414 118 -1 -1 -1 -1 label : spot-0.35
40 3 859 527 420 110 -1 -1 -1 -1 label : spot-1 0.36
41 3 856 527 423 110 -1 -1 -1 -1 label : spot-1 0.46
42 2 846 527 415 92 -1 -1 -1 -1 label : spot-1 0.33
42 3 866 527 413 110 -1 -1 -1 -1 label : spot-2 0.10
43 2 849 526 409 90 -1 -1 -1 -1 label : spot-1 0.40
44 3 875 524 404 103 -1 -1 -1 -1 label : spot-1 0.37
45 3 887 525 391 103 -1 -1 -1 -1 label : spot-1 0.45
46 3 881 522 398 105 -1 -1 -1 -1 label : spot-1 0.54
47 3 879 517 400 102 -1 -1 -1 -1 label : spot-1 0.45
48 3 889 514 388 105 -1 -1 -1 -1 label : spot-1 0.54
49 3 890 513 389 105 -1 -1 -1 -1 label : spot-1 0.60
50 3 895 510 384 106 -1 -1 -1 -1 label : spot-1 0.48
51 3 897 508 382 107 -1 -1 -1 -1 label : spot-1 0.53
52 3 904 508 375 103 -1 -1 -1 -1 label : spot-1 0.42
53 3 913 507 363 107 -1 -1 -1 -1 label : spot-1 0.55
54 3 920 504 359 106 -1 -1 -1 -1 label : spot-1 0.44
55 3 921 505 358 105 -1 -1 -1 -1 label : spot-1 0.54
56 3 932 505 345 107 -1 -1 -1 -1 label : spot-1 0.44
57 3 934 508 344 110 -1 -1 -1 -1 label : spot-1 0.50
58 3 940 509 338 112 -1 -1 -1 -1 label : spot-1 0.43
59 3 951 512 327 112 -1 -1 -1 -1 label : spot-1 0.27
60 3 953 516 326 110 -1 -1 -1 -1 label : spot-1 0.36
61 3 970 519 304 118 -1 -1 -1 -1 label : spot-1 0.23
62 3 969 523 310 117 -1 -1 -1 -1 label : spot-1 0.56
63 3 979 523 298 122 -1 -1 -1 -1 label : spot-1 0.28
63 6 543 415 135 70 -1 -1 -1 -1 label : spot-2 0.16
63 7 197 381 22 56 -1 -1 -1 -1 label : fireHydrant 0.13
64 3 983 522 290 137 -1 -1 -1 -1 label : spot-1 0.34
64 6 541 414 135 64 -1 -1 -1 -1 label : spot-2 0.27
64 7 194 380 20 55 -1 -1 -1 -1 label : fireHydrant 0.18
65 3 986 522 288 151 -1 -1 -1 -1 label : spot-1 0.34
65 6 546 411 127 67 -1 -1 -1 -1 label : spot-2 0.20
65 7 193 397 18 38 -1 -1 -1 -1 label : fireHydrant 0.19
66 3 991 524 280 173 -1 -1 -1 -1 label : spot-1 0.30
66 6 548 412 122 72 -1 -1 -1 -1 label : spot-2 0.16
66 7 187 385 21 48 -1 -1 -1 -1 label : fireHydrant 0.13
67 3 990 526 286 184 -1 -1 -1 -1 label : spot-1 0.30
67 6 547 411 129 76 -1 -1 -1 -1 label : spot-2 0.21
67 7 184 384 21 49 -1 -1 -1 -1 label : fireHydrant 0.12
68 3 989 528 290 178 -1 -1 -1 -1 label : spot-1 0.18
69 3 998 531 280 184 -1 -1 -1 -1 label : spot-1 0.19
70 3 1012 539 267 179 -1 -1 -1 -1 label : spot-1 0.28
71 3 1025 541 254 177 -1 -1 -1 -1 label : spot-1 0.17
71 6 553 408 118 69 -1 -1 -1 -1 label : spot-2 0.15
71 7 166 377 24 56 -1 -1 -1 -1 label : fireHydrant 0.10
72 3 1033 543 246 176 -1 -1 -1 -1 label : spot-1 0.10
73 6 555 408 113 68 -1 -1 -1 -1 label : spot-2 0.22
73 7 157 378 20 55 -1 -1 -1 -1 label : fireHydrant 0.12
