106 1 335 393 134 67 -1 -1 -1 -1 label : spot-0.53
107 1 332 392 137 70 -1 -1 -1 -1 label : spot-0.53
108 1 327 392 141 68 -1 -1 -1 -1 label : spot-0.55
109 1 327 392 139 69 -1 -1 -1 -1 label : spot-0.56
110 1 319 390 145 74 -1 -1 -1 -1 label : spot-0.50
111 1 316 390 148 75 -1 -1 -1 -1 label : spot-0.50
113 1 305 389 158 75 -1 -1 -1 -1 label : spot-0.42
114 1 295 388 166 77 -1 -1 -1 -1 label : spot-0.48
115 1 293 388 167 77 -1 -1 -1 -1 label : spot-0.49
116 1 288 388 170 78 -1 -1 -1 -1 label : spot-0.52
117 1 286 387 171 79 -1 -1 -1 -1 label : spot-0.52
118 1 281 387 172 88 -1 -1 -1 -1 label : spot-0.51
119 1 276 386 180 93 -1 -1 -1 -1 label : spot-0.52
120 1 263 387 193 93 -1 -1 -1 -1 label : spot-0.47
121 1 261 387 194 94 -1 -1 -1 -1 label : spot-0.47
130 2 194 406 226 54 -1 -1 -1 -1 label : invalidSpot-entrance 0.46
131 2 188 406 235 56 -1 -1 -1 -1 label : invalidSpot-entrance 0.44
132 2 169 407 258 60 -1 -1 -1 -1 label : invalidSpot-entrance 0.41
133 2 164 407 263 61 -1 -1 -1 -1 label : invalidSpot-entrance 0.41
136 2 132 414 293 66 -1 -1 -1 -1 label : invalidSpot-entrance 0.47
137 2 121 416 303 69 -1 -1 -1 -1 label : invalidSpot-entrance 0.48
138 2 100 415 316 78 -1 -1 -1 -1 label : invalidSpot-entrance 0.55
139 2 87 414 331 81 -1 -1 -1 -1 label : invalidSpot-entrance 0.56
140 2 72 414 335 92 -1 -1 -1 -1 label : invalidSpot-entrance 0.51
141 2 62 413 347 97 -1 -1 -1 -1 label : invalidSpot-entrance 0.50
142 2 16 425 388 95 -1 -1 -1 -1 label : invalidSpot-entrance 0.55
143 2 10 429 383 94 -1 -1 -1 -1 label : invalidSpot-entrance 0.55
144 2 1 431 382 99 -1 -1 -1 -1 label : invalidSpot-entrance 0.52
145 2 0 433 384 99 -1 -1 -1 -1 label : invalidSpot-entrance 0.52
146 2 0 433 377 100 -1 -1 -1 -1 label : invalidSpot-entrance 0.45
