32 1 0 434 283 141 -1 -1 -1 -1 label : spot-0.47
33 1 0 434 295 144 -1 -1 -1 -1 label : spot-0.47
34 1 0 435 313 136 -1 -1 -1 -1 label : spot-0.49
35 1 0 436 322 129 -1 -1 -1 -1 label : spot-0.49
36 1 3 435 320 135 -1 -1 -1 -1 label : spot-0.51
37 1 5 433 322 143 -1 -1 -1 -1 label : spot-0.51
38 1 0 431 343 146 -1 -1 -1 -1 label : spot-0.58
39 1 3 428 344 152 -1 -1 -1 -1 label : spot-0.60
40 1 0 428 359 153 -1 -1 -1 -1 label : spot-0.62
41 1 1 427 360 155 -1 -1 -1 -1 label : spot-0.61
42 1 1 429 361 156 -1 -1 -1 -1 label : spot-0.58
43 1 2 432 359 158 -1 -1 -1 -1 label : spot-0.56
44 1 1 433 363 160 -1 -1 -1 -1 label : spot-0.56
45 1 0 435 367 161 -1 -1 -1 -1 label : spot-0.57
46 1 1 436 367 164 -1 -1 -1 -1 label : spot-0.51
47 1 0 438 367 163 -1 -1 -1 -1 label : spot-0.48
82 4 971 306 15 45 -1 -1 -1 -1 label : fireHydrant 0.54
83 4 970 305 15 45 -1 -1 -1 -1 label : fireHydrant 0.57
84 4 969 306 15 43 -1 -1 -1 -1 label : fireHydrant 0.56
86 4 968 306 14 43 -1 -1 -1 -1 label : fireHydrant 0.44
87 4 967 306 14 43 -1 -1 -1 -1 label : fireHydrant 0.43
95 4 970 310 12 40 -1 -1 -1 -1 label : fireHydrant 0.47
99 4 1022 317 11 33 -1 -1 -1 -1 label : fireHydrant 0.45
100 4 1041 321 10 29 -1 -1 -1 -1 label : fireHydrant 0.43
101 4 1048 322 10 29 -1 -1 -1 -1 label : fireHydrant 0.51
102 4 1051 323 10 29 -1 -1 -1 -1 label : fireHydrant 0.51
105 4 1052 325 10 30 -1 -1 -1 -1 label : fireHydrant 0.42
108 4 1054 327 9 30 -1 -1 -1 -1 label : fireHydrant 0.40
116 4 1055 329 11 30 -1 -1 -1 -1 label : fireHydrant 0.41
117 4 1056 331 10 29 -1 -1 -1 -1 label : fireHydrant 0.43
118 4 1056 330 10 31 -1 -1 -1 -1 label : fireHydrant 0.43
119 4 1056 330 10 31 -1 -1 -1 -1 label : fireHydrant 0.44
120 4 1055 330 11 31 -1 -1 -1 -1 label : fireHydrant 0.48
121 4 1055 330 11 32 -1 -1 -1 -1 label : fireHydrant 0.48
122 4 1054 330 11 31 -1 -1 -1 -1 label : fireHydrant 0.44
123 4 1054 330 10 31 -1 -1 -1 -1 label : fireHydrant 0.48
124 4 1054 330 10 31 -1 -1 -1 -1 label : fireHydrant 0.44
126 4 1054 331 10 31 -1 -1 -1 -1 label : fireHydrant 0.47
127 4 1053 331 11 32 -1 -1 -1 -1 label : fireHydrant 0.43
137 4 1053 335 11 31 -1 -1 -1 -1 label : fireHydrant 0.41
294 9 1054 336 10 30 -1 -1 -1 -1 label : fireHydrant 0.44
538 18 1055 339 10 31 -1 -1 -1 -1 label : fireHydrant 0.46
539 18 1055 339 10 31 -1 -1 -1 -1 label : fireHydrant 0.49
540 18 1055 339 10 31 -1 -1 -1 -1 label : fireHydrant 0.44
556 18 1001 341 11 31 -1 -1 -1 -1 label : fireHydrant 0.41
561 18 984 342 11 31 -1 -1 -1 -1 label : fireHydrant 0.45
562 18 978 342 11 32 -1 -1 -1 -1 label : fireHydrant 0.44
581 18 1054 345 13 36 -1 -1 -1 -1 label : fireHydrant 0.45
584 18 1017 345 12 37 -1 -1 -1 -1 label : fireHydrant 0.54
585 18 1003 344 13 39 -1 -1 -1 -1 label : fireHydrant 0.50
586 18 1000 344 12 38 -1 -1 -1 -1 label : fireHydrant 0.51
587 18 1000 344 12 37 -1 -1 -1 -1 label : fireHydrant 0.58
588 18 1001 344 12 37 -1 -1 -1 -1 label : fireHydrant 0.47
589 18 1003 344 11 37 -1 -1 -1 -1 label : fireHydrant 0.49
590 18 1004 345 11 37 -1 -1 -1 -1 label : fireHydrant 0.51
591 18 1002 345 11 38 -1 -1 -1 -1 label : fireHydrant 0.53
592 18 1008 344 11 39 -1 -1 -1 -1 label : fireHydrant 0.64
592 21 829 346 12 28 -1 -1 -1 -1 label : fireHydrant 0.46
593 18 1010 344 12 39 -1 -1 -1 -1 label : fireHydrant 0.58
594 18 1011 344 13 39 -1 -1 -1 -1 label : fireHydrant 0.49
594 21 831 347 12 27 -1 -1 -1 -1 label : fireHydrant 0.40
595 18 1011 344 12 39 -1 -1 -1 -1 label : fireHydrant 0.43
596 21 834 347 11 27 -1 -1 -1 -1 label : fireHydrant 0.44
597 21 834 348 11 26 -1 -1 -1 -1 label : fireHydrant 0.43
598 21 835 348 11 26 -1 -1 -1 -1 label : fireHydrant 0.49
599 21 836 348 12 27 -1 -1 -1 -1 label : fireHydrant 0.43
605 21 842 348 11 27 -1 -1 -1 -1 label : fireHydrant 0.42
