72 1 895 364 161 60 -1 -1 -1 -1 label : spot-0.60
73 1 906 366 171 62 -1 -1 -1 -1 label : spot-0.61
74 1 909 367 191 66 -1 -1 -1 -1 label : spot-0.68
75 1 928 368 192 72 -1 -1 -1 -1 label : spot-0.68
76 1 934 372 216 73 -1 -1 -1 -1 label : spot-0.66
77 1 938 374 239 78 -1 -1 -1 -1 label : spot-0.67
78 1 949 378 259 81 -1 -1 -1 -1 label : spot-0.57
79 1 961 382 280 81 -1 -1 -1 -1 label : spot-0.56
82 1 996 390 273 86 -1 -1 -1 -1 label : spot-0.51
83 1 1004 392 275 92 -1 -1 -1 -1 label : spot-0.57
84 1 1020 393 259 96 -1 -1 -1 -1 label : spot-0.64
85 1 1024 395 255 99 -1 -1 -1 -1 label : spot-0.55
86 1 1051 394 228 107 -1 -1 -1 -1 label : spot-0.55
118 2 23 352 239 42 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.55
119 2 8 355 243 46 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.50
120 2 5 356 237 52 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.48
121 2 0 358 241 52 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.46
123 2 0 362 227 52 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.45
201 7 912 376 198 62 -1 -1 -1 -1 label : invalidSpot-entrance 0.54
202 7 917 377 195 61 -1 -1 -1 -1 label : invalidSpot-entrance 0.57
203 7 917 377 198 59 -1 -1 -1 -1 label : invalidSpot-entrance 0.49
204 7 926 378 199 61 -1 -1 -1 -1 label : invalidSpot-entrance 0.57
205 7 931 378 194 62 -1 -1 -1 -1 label : invalidSpot-entrance 0.58
206 7 935 378 186 61 -1 -1 -1 -1 label : invalidSpot-entrance 0.54
207 7 936 379 188 62 -1 -1 -1 -1 label : invalidSpot-entrance 0.57
208 7 937 379 189 62 -1 -1 -1 -1 label : invalidSpot-entrance 0.56
209 7 936 377 192 62 -1 -1 -1 -1 label : invalidSpot-entrance 0.50
210 7 936 377 201 62 -1 -1 -1 -1 label : invalidSpot-entrance 0.47
211 7 928 376 212 62 -1 -1 -1 -1 label : invalidSpot-entrance 0.47
213 7 916 376 235 63 -1 -1 -1 -1 label : invalidSpot-entrance 0.48
214 7 916 376 222 63 -1 -1 -1 -1 label : invalidSpot-entrance 0.59
215 7 923 375 192 63 -1 -1 -1 -1 label : invalidSpot-entrance 0.56
216 7 921 376 177 57 -1 -1 -1 -1 label : invalidSpot-entrance 0.57
217 7 888 376 200 50 -1 -1 -1 -1 label : invalidSpot-entrance 0.46
249 8 976 421 191 84 -1 -1 -1 -1 label : invalidSpot-entrance 0.63
250 8 966 425 204 77 -1 -1 -1 -1 label : invalidSpot-entrance 0.62
251 8 949 423 224 79 -1 -1 -1 -1 label : invalidSpot-entrance 0.65
252 8 939 423 236 81 -1 -1 -1 -1 label : invalidSpot-entrance 0.62
253 8 911 423 273 83 -1 -1 -1 -1 label : invalidSpot-entrance 0.61
254 8 906 424 278 83 -1 -1 -1 -1 label : invalidSpot-entrance 0.56
255 8 886 424 306 85 -1 -1 -1 -1 label : invalidSpot-entrance 0.58
256 8 869 422 327 87 -1 -1 -1 -1 label : invalidSpot-entrance 0.54
257 8 853 418 341 92 -1 -1 -1 -1 label : invalidSpot-entrance 0.61
258 8 839 414 368 98 -1 -1 -1 -1 label : invalidSpot-entrance 0.67
259 8 833 413 383 101 -1 -1 -1 -1 label : invalidSpot-entrance 0.68
260 8 831 413 385 104 -1 -1 -1 -1 label : invalidSpot-entrance 0.65
261 8 827 419 407 101 -1 -1 -1 -1 label : invalidSpot-entrance 0.59
262 8 832 422 410 103 -1 -1 -1 -1 label : invalidSpot-entrance 0.60
263 8 837 420 407 110 -1 -1 -1 -1 label : invalidSpot-entrance 0.61
264 8 831 420 430 111 -1 -1 -1 -1 label : invalidSpot-entrance 0.58
265 8 837 420 430 115 -1 -1 -1 -1 label : invalidSpot-entrance 0.51
266 8 840 419 412 113 -1 -1 -1 -1 label : invalidSpot-entrance 0.55
267 8 839 421 419 111 -1 -1 -1 -1 label : invalidSpot-entrance 0.54
268 8 825 420 449 114 -1 -1 -1 -1 label : invalidSpot-entrance 0.49
270 8 819 420 458 118 -1 -1 -1 -1 label : invalidSpot-entrance 0.50
271 8 821 420 456 120 -1 -1 -1 -1 label : invalidSpot-entrance 0.50
279 9 901 423 230 78 -1 -1 -1 -1 label : invalidSpot-entrance 0.58
280 9 897 427 255 74 -1 -1 -1 -1 label : invalidSpot-entrance 0.59
281 9 931 431 230 74 -1 -1 -1 -1 label : invalidSpot-entrance 0.57
282 9 933 432 254 77 -1 -1 -1 -1 label : invalidSpot-entrance 0.57
283 9 945 433 264 80 -1 -1 -1 -1 label : invalidSpot-entrance 0.58
284 9 951 434 272 83 -1 -1 -1 -1 label : invalidSpot-entrance 0.60
285 9 980 436 265 91 -1 -1 -1 -1 label : invalidSpot-entrance 0.48
286 9 999 438 270 102 -1 -1 -1 -1 label : invalidSpot-entrance 0.51
287 9 1005 441 274 96 -1 -1 -1 -1 label : invalidSpot-entrance 0.52
289 9 1027 448 252 100 -1 -1 -1 -1 label : invalidSpot-entrance 0.49
290 9 995 453 284 102 -1 -1 -1 -1 label : invalidSpot-entrance 0.48
291 9 1028 458 251 104 -1 -1 -1 -1 label : invalidSpot-entrance 0.49
300 9 1051 451 224 120 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.50
302 9 1072 450 207 122 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.46
320 12 692 370 177 90 -1 -1 -1 -1 label : spot-1 0.48
321 12 693 372 192 94 -1 -1 -1 -1 label : spot-1 0.57
322 12 697 374 201 95 -1 -1 -1 -1 label : spot-1 0.59
323 12 699 375 211 99 -1 -1 -1 -1 label : spot-1 0.65
324 12 704 378 220 101 -1 -1 -1 -1 label : spot-1 0.66
325 12 707 380 230 106 -1 -1 -1 -1 label : spot-1 0.65
326 12 707 383 254 105 -1 -1 -1 -1 label : spot-1 0.64
327 12 715 385 256 109 -1 -1 -1 -1 label : spot-1 0.69
328 12 712 387 281 108 -1 -1 -1 -1 label : spot-1 0.68
329 12 717 389 295 108 -1 -1 -1 -1 label : spot-1 0.66
330 12 722 389 308 113 -1 -1 -1 -1 label : spot-1 0.68
331 12 718 391 339 112 -1 -1 -1 -1 label : spot-1 0.63
332 12 728 393 350 111 -1 -1 -1 -1 label : spot-1 0.69
333 12 739 393 362 116 -1 -1 -1 -1 label : spot-1 0.73
334 12 745 395 378 125 -1 -1 -1 -1 label : spot-1 0.67
335 12 740 398 420 130 -1 -1 -1 -1 label : spot-1 0.61
336 12 733 401 447 129 -1 -1 -1 -1 label : spot-1 0.48
339 12 749 405 450 133 -1 -1 -1 -1 label : spot-1 0.54
340 12 751 411 497 137 -1 -1 -1 -1 label : spot-1 0.57
341 12 766 411 468 132 -1 -1 -1 -1 label : spot-1 0.57
342 12 768 411 486 130 -1 -1 -1 -1 label : spot-1 0.54
343 12 772 414 497 128 -1 -1 -1 -1 label : spot-1 0.56
344 12 783 413 486 128 -1 -1 -1 -1 label : spot-1 0.53
345 12 797 415 473 130 -1 -1 -1 -1 label : spot-1 0.54
346 12 795 416 483 126 -1 -1 -1 -1 label : spot-1 0.61
347 12 820 419 452 133 -1 -1 -1 -1 label : spot-1 0.55
348 12 823 422 456 130 -1 -1 -1 -1 label : spot-1 0.62
349 12 837 423 436 143 -1 -1 -1 -1 label : spot-1 0.59
350 12 846 425 432 147 -1 -1 -1 -1 label : spot-1 0.53
351 12 856 427 423 147 -1 -1 -1 -1 label : spot-1 0.55
352 12 860 429 419 147 -1 -1 -1 -1 label : spot-1 0.46
398 15 66 335 20 45 -1 -1 -1 -1 label : fireHydrant 0.71
399 15 65 335 21 44 -1 -1 -1 -1 label : fireHydrant 0.73
400 15 66 335 19 44 -1 -1 -1 -1 label : fireHydrant 0.72
400 16 1043 422 236 161 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.51
401 15 66 335 18 43 -1 -1 -1 -1 label : fireHydrant 0.70
401 16 1048 419 231 157 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.51
402 15 65 335 18 44 -1 -1 -1 -1 label : fireHydrant 0.70
403 15 64 335 19 44 -1 -1 -1 -1 label : fireHydrant 0.64
404 15 62 334 19 44 -1 -1 -1 -1 label : fireHydrant 0.61
404 16 1038 415 240 164 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.50
405 15 62 334 18 44 -1 -1 -1 -1 label : fireHydrant 0.53
405 16 1040 416 238 162 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.51
406 15 61 333 19 45 -1 -1 -1 -1 label : fireHydrant 0.54
408 16 1070 421 209 150 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.46
420 16 1058 416 221 158 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.49
422 16 1075 417 200 165 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.46
476 18 147 357 16 50 -1 -1 -1 -1 label : fireHydrant 0.47
