25 1 1015 530 261 68 -1 -1 -1 -1 label : spot-0.35
26 1 1012 531 267 69 -1 -1 -1 -1 label : spot-0.35
27 1 1015 530 264 69 -1 -1 -1 -1 label : spot-0.38
28 1 1016 530 263 68 -1 -1 -1 -1 label : spot-0.38
29 1 1021 531 258 69 -1 -1 -1 -1 label : spot-0.37
30 1 1022 531 257 69 -1 -1 -1 -1 label : spot-0.37
229 2 922 418 147 51 -1 -1 -1 -1 label : spot-1 0.40
230 2 924 417 147 53 -1 -1 -1 -1 label : spot-1 0.40
231 2 926 417 152 54 -1 -1 -1 -1 label : spot-1 0.43
232 2 927 417 154 55 -1 -1 -1 -1 label : spot-1 0.43
233 2 926 416 164 57 -1 -1 -1 -1 label : spot-1 0.47
234 2 927 416 165 58 -1 -1 -1 -1 label : spot-1 0.47
235 2 932 416 167 59 -1 -1 -1 -1 label : spot-1 0.48
236 2 933 416 169 60 -1 -1 -1 -1 label : spot-1 0.47
237 2 940 416 169 60 -1 -1 -1 -1 label : spot-1 0.49
238 2 942 416 170 60 -1 -1 -1 -1 label : spot-1 0.49
239 2 945 416 177 62 -1 -1 -1 -1 label : spot-1 0.51
240 2 947 416 177 63 -1 -1 -1 -1 label : spot-1 0.52
241 2 949 416 185 66 -1 -1 -1 -1 label : spot-1 0.51
242 2 950 416 187 67 -1 -1 -1 -1 label : spot-1 0.51
243 2 954 417 192 70 -1 -1 -1 -1 label : spot-1 0.55
244 2 955 417 195 70 -1 -1 -1 -1 label : spot-1 0.55
245 2 965 418 192 72 -1 -1 -1 -1 label : spot-1 0.55
246 2 966 418 196 72 -1 -1 -1 -1 label : spot-1 0.55
247 2 983 419 185 72 -1 -1 -1 -1 label : spot-1 0.53
248 2 986 419 187 72 -1 -1 -1 -1 label : spot-1 0.53
249 2 980 421 207 73 -1 -1 -1 -1 label : spot-1 0.54
250 2 980 422 209 72 -1 -1 -1 -1 label : spot-1 0.53
251 2 988 422 211 73 -1 -1 -1 -1 label : spot-1 0.53
252 2 991 422 212 73 -1 -1 -1 -1 label : spot-1 0.53
253 2 993 422 222 76 -1 -1 -1 -1 label : spot-1 0.56
254 2 994 423 224 77 -1 -1 -1 -1 label : spot-1 0.56
255 2 996 423 238 78 -1 -1 -1 -1 label : spot-1 0.52
256 2 1000 424 237 77 -1 -1 -1 -1 label : spot-1 0.52
257 2 1002 425 250 75 -1 -1 -1 -1 label : spot-1 0.51
258 2 1006 425 248 74 -1 -1 -1 -1 label : spot-1 0.51
259 2 1003 428 268 73 -1 -1 -1 -1 label : spot-1 0.48
260 2 1006 428 267 74 -1 -1 -1 -1 label : spot-1 0.48
261 2 1004 431 275 75 -1 -1 -1 -1 label : spot-1 0.45
262 2 1003 432 276 76 -1 -1 -1 -1 label : spot-1 0.46
263 2 1010 433 268 80 -1 -1 -1 -1 label : spot-1 0.48
264 2 1008 433 271 81 -1 -1 -1 -1 label : spot-1 0.48
265 2 1008 434 271 78 -1 -1 -1 -1 label : spot-1 0.41
266 2 1010 435 269 77 -1 -1 -1 -1 label : spot-1 0.40
267 2 1084 432 180 82 -1 -1 -1 -1 label : spot-1 0.38
267 3 823 396 110 24 -1 -1 -1 -1 label : spot-1 0.35
268 2 1091 430 186 85 -1 -1 -1 -1 label : spot-1 0.38
268 3 823 396 110 24 -1 -1 -1 -1 label : spot-1 0.35
269 2 1101 431 178 85 -1 -1 -1 -1 label : spot-1 0.37
269 3 823 395 114 25 -1 -1 -1 -1 label : spot-1 0.33
270 2 1101 431 178 86 -1 -1 -1 -1 label : spot-1 0.37
270 3 823 395 115 25 -1 -1 -1 -1 label : spot-1 0.33
271 2 1115 431 164 86 -1 -1 -1 -1 label : spot-1 0.32
272 2 1117 431 162 86 -1 -1 -1 -1 label : spot-1 0.33
273 2 1108 432 171 88 -1 -1 -1 -1 label : spot-1 0.32
273 3 835 396 108 25 -1 -1 -1 -1 label : spot-1 0.31
274 2 1106 433 173 88 -1 -1 -1 -1 label : spot-1 0.32
