3 1 769 394 287 77 -1 -1 -1 -1 label : spot-0.38
3 2 769 393 284 79 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.30
3 3 261 306 10 32 -1 -1 -1 -1 label : fireHydrant 0.24
3 4 1056 443 107 83 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.24
4 1 784 395 293 85 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.42
4 2 770 393 302 83 -1 -1 -1 -1 label : spot-1 0.42
4 3 261 307 11 31 -1 -1 -1 -1 label : fireHydrant 0.24
4 4 1070 444 110 84 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.18
5 1 785 395 302 88 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.43
5 2 771 393 306 85 -1 -1 -1 -1 label : spot-1 0.40
5 3 261 307 11 32 -1 -1 -1 -1 label : fireHydrant 0.24
5 4 1075 444 110 84 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.17
6 1 781 396 317 87 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.48
6 2 775 393 312 89 -1 -1 -1 -1 label : spot-1 0.43
6 3 259 305 11 32 -1 -1 -1 -1 label : fireHydrant 0.35
6 4 1081 446 183 81 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.27
6 5 222 333 92 24 -1 -1 -1 -1 label : invalidSpot-fireHydrant 0.14
7 1 782 396 317 88 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.49
7 2 774 395 322 88 -1 -1 -1 -1 label : spot-1 0.43
7 3 259 304 11 33 -1 -1 -1 -1 label : fireHydrant 0.35
7 4 1097 447 181 78 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.28
7 5 221 332 91 24 -1 -1 -1 -1 label : invalidSpot-fireHydrant 0.15
8 1 782 396 332 88 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.48
8 2 781 395 329 90 -1 -1 -1 -1 label : spot-1 0.43
8 3 258 303 10 33 -1 -1 -1 -1 label : fireHydrant 0.42
8 4 1124 449 137 84 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.33
8 5 218 332 88 25 -1 -1 -1 -1 label : invalidSpot-fireHydrant 0.10
9 1 784 396 333 88 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.48
9 2 783 395 332 90 -1 -1 -1 -1 label : spot-1 0.43
9 3 257 303 10 33 -1 -1 -1 -1 label : fireHydrant 0.42
9 4 1124 450 138 86 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.35
9 5 217 332 88 25 -1 -1 -1 -1 label : invalidSpot-fireHydrant 0.11
10 1 788 396 337 91 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.48
10 2 793 393 327 96 -1 -1 -1 -1 label : spot-1 0.45
10 3 255 304 11 32 -1 -1 -1 -1 label : fireHydrant 0.42
10 4 1135 447 140 100 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.27
