53 1 0 451 236 139 -1 -1 -1 -1 label : spot-0.31
73 2 187 394 188 93 -1 -1 -1 -1 label : spot-1 0.39
81 3 44 422 269 64 -1 -1 -1 -1 label : invalidSpot-entrance 0.38
82 3 18 430 289 59 -1 -1 -1 -1 label : invalidSpot-entrance 0.49
83 3 13 434 276 85 -1 -1 -1 -1 label : invalidSpot-entrance 0.39
84 3 4 438 291 97 -1 -1 -1 -1 label : invalidSpot-entrance 0.44
85 3 0 438 300 103 -1 -1 -1 -1 label : invalidSpot-entrance 0.36
86 3 0 445 294 99 -1 -1 -1 -1 label : invalidSpot-entrance 0.35
90 2 1 426 291 131 -1 -1 -1 -1 label : spot-1 0.45
91 2 0 430 291 132 -1 -1 -1 -1 label : spot-1 0.52
92 2 0 433 284 131 -1 -1 -1 -1 label : spot-1 0.40
93 2 0 435 265 131 -1 -1 -1 -1 label : spot-1 0.35
94 2 0 439 248 130 -1 -1 -1 -1 label : spot-1 0.37
95 2 0 442 249 133 -1 -1 -1 -1 label : spot-1 0.41
96 2 1 443 235 141 -1 -1 -1 -1 label : spot-1 0.41
97 2 0 445 230 143 -1 -1 -1 -1 label : spot-1 0.30
105 4 361 355 80 27 -1 -1 -1 -1 label : invalidSpot-entrance 0.37
106 4 355 356 89 26 -1 -1 -1 -1 label : invalidSpot-entrance 0.33
107 4 352 357 88 26 -1 -1 -1 -1 label : invalidSpot-entrance 0.36
108 4 347 358 93 26 -1 -1 -1 -1 label : invalidSpot-entrance 0.45
109 4 345 359 93 26 -1 -1 -1 -1 label : invalidSpot-entrance 0.49
110 4 336 360 107 29 -1 -1 -1 -1 label : invalidSpot-entrance 0.47
111 4 336 360 102 31 -1 -1 -1 -1 label : invalidSpot-entrance 0.42
112 4 327 361 111 34 -1 -1 -1 -1 label : invalidSpot-entrance 0.43
113 4 327 361 108 36 -1 -1 -1 -1 label : invalidSpot-entrance 0.49
114 4 312 361 133 36 -1 -1 -1 -1 label : invalidSpot-entrance 0.54
115 4 305 361 141 35 -1 -1 -1 -1 label : invalidSpot-entrance 0.49
116 4 304 362 138 36 -1 -1 -1 -1 label : invalidSpot-entrance 0.43
117 4 301 363 140 35 -1 -1 -1 -1 label : invalidSpot-entrance 0.41
118 4 301 363 137 34 -1 -1 -1 -1 label : invalidSpot-entrance 0.48
119 4 304 363 129 36 -1 -1 -1 -1 label : invalidSpot-entrance 0.48
120 4 299 364 134 37 -1 -1 -1 -1 label : invalidSpot-entrance 0.50
121 4 295 365 139 37 -1 -1 -1 -1 label : invalidSpot-entrance 0.50
122 4 287 366 151 36 -1 -1 -1 -1 label : invalidSpot-entrance 0.42
123 4 288 367 144 38 -1 -1 -1 -1 label : invalidSpot-entrance 0.38
124 4 284 368 149 36 -1 -1 -1 -1 label : invalidSpot-entrance 0.45
125 4 283 369 148 36 -1 -1 -1 -1 label : invalidSpot-entrance 0.45
126 4 273 371 153 36 -1 -1 -1 -1 label : invalidSpot-entrance 0.41
127 4 271 371 151 38 -1 -1 -1 -1 label : invalidSpot-entrance 0.40
128 4 267 370 158 40 -1 -1 -1 -1 label : invalidSpot-entrance 0.49
129 4 261 371 166 37 -1 -1 -1 -1 label : invalidSpot-entrance 0.50
130 4 261 371 161 38 -1 -1 -1 -1 label : invalidSpot-entrance 0.52
131 4 256 371 166 37 -1 -1 -1 -1 label : invalidSpot-entrance 0.49
132 4 252 371 167 38 -1 -1 -1 -1 label : invalidSpot-entrance 0.46
