103 1 765 431 143 54 -1 -1 -1 -1 label : spot-0.52
104 1 764 432 149 52 -1 -1 -1 -1 label : spot-0.55
107 1 762 434 160 52 -1 -1 -1 -1 label : spot-0.45
108 1 762 434 166 54 -1 -1 -1 -1 label : spot-0.60
109 1 755 435 181 52 -1 -1 -1 -1 label : spot-0.43
111 1 759 436 180 58 -1 -1 -1 -1 label : spot-0.59
144 5 784 463 495 120 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.57
145 5 794 463 485 117 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.49
146 5 792 462 487 112 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.50
147 5 812 463 464 112 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.58
148 5 822 463 457 107 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.50
149 5 816 464 462 104 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.43
150 5 817 464 451 104 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.50
151 5 821 468 454 103 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.54
152 5 840 470 432 106 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.48
153 5 840 473 438 107 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.53
154 5 839 475 440 105 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.51
168 7 1097 490 181 109 -1 -1 -1 -1 label : spot-1 0.48
