57 2 0 460 161 65 -1 -1 -1 -1 label : spot-0.15
58 2 0 459 163 65 -1 -1 -1 -1 label : spot-0.15
59 2 0 456 174 65 -1 -1 -1 -1 label : spot-0.20
59 3 0 455 169 61 -1 -1 -1 -1 label : spot-1 0.16
60 2 0 454 176 65 -1 -1 -1 -1 label : spot-0.20
60 3 0 453 171 61 -1 -1 -1 -1 label : spot-1 0.15
61 2 3 452 176 66 -1 -1 -1 -1 label : spot-0.16
62 3 0 450 187 64 -1 -1 -1 -1 label : spot-1 0.16
63 2 0 448 208 67 -1 -1 -1 -1 label : spot-1 0.18
63 3 0 449 201 68 -1 -1 -1 -1 label : spot-2 0.14
64 2 0 448 211 67 -1 -1 -1 -1 label : spot-1 0.18
64 3 0 448 206 70 -1 -1 -1 -1 label : spot-2 0.14
65 2 2 446 214 68 -1 -1 -1 -1 label : spot-1 0.21
66 3 0 444 222 72 -1 -1 -1 -1 label : spot-1 0.21
67 2 1 443 229 70 -1 -1 -1 -1 label : spot-1 0.15
67 3 4 443 223 78 -1 -1 -1 -1 label : spot-2 0.11
68 2 1 442 231 71 -1 -1 -1 -1 label : spot-1 0.15
68 3 3 443 228 80 -1 -1 -1 -1 label : spot-2 0.11
69 2 3 441 238 74 -1 -1 -1 -1 label : spot-1 0.20
70 2 3 441 242 75 -1 -1 -1 -1 label : spot-1 0.19
71 2 0 441 262 72 -1 -1 -1 -1 label : spot-1 0.16
72 2 1 442 261 70 -1 -1 -1 -1 label : spot-1 0.16
73 2 0 443 278 59 -1 -1 -1 -1 label : spot-1 0.16
73 3 0 443 250 58 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.12
74 2 0 443 270 55 -1 -1 -1 -1 label : spot-1 0.16
74 3 0 445 244 54 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.12
75 2 10 443 251 65 -1 -1 -1 -1 label : spot-1 0.12
75 3 8 444 246 72 -1 -1 -1 -1 label : spot-2 0.12
76 2 4 443 263 68 -1 -1 -1 -1 label : spot-1 0.12
76 3 2 445 265 76 -1 -1 -1 -1 label : spot-2 0.12
77 2 2 444 273 71 -1 -1 -1 -1 label : spot-1 0.19
77 3 1 444 275 81 -1 -1 -1 -1 label : spot-2 0.11
78 2 1 444 277 73 -1 -1 -1 -1 label : spot-1 0.20
78 3 0 444 280 83 -1 -1 -1 -1 label : spot-2 0.11
79 2 0 445 284 70 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.15
79 3 0 445 284 82 -1 -1 -1 -1 label : spot-2 0.10
80 2 0 445 282 69 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.15
80 3 0 446 283 80 -1 -1 -1 -1 label : spot-2 0.10
81 2 0 445 288 64 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.14
82 2 0 445 284 63 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.14
83 2 3 445 280 66 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.16
84 2 1 445 285 67 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.16
85 2 1 445 289 68 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.13
85 3 0 446 293 85 -1 -1 -1 -1 label : spot-2 0.11
86 2 0 445 291 68 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.13
86 3 0 446 293 86 -1 -1 -1 -1 label : spot-2 0.12
87 2 17 441 206 73 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.14
87 3 1 444 291 88 -1 -1 -1 -1 label : spot-2 0.11
88 2 4 440 210 74 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.13
88 3 0 443 292 89 -1 -1 -1 -1 label : spot-2 0.10
89 2 8 438 188 85 -1 -1 -1 -1 label : spot-0.15
89 3 0 440 300 82 -1 -1 -1 -1 label : spot-1 0.13
90 2 1 437 197 89 -1 -1 -1 -1 label : spot-0.16
90 3 0 440 294 78 -1 -1 -1 -1 label : spot-1 0.13
