28 1 2 421 225 139 -1 -1 -1 -1 label : spot-0.36
29 1 0 426 257 143 -1 -1 -1 -1 label : spot-0.34
30 1 0 429 270 140 -1 -1 -1 -1 label : spot-0.45
31 1 0 433 278 143 -1 -1 -1 -1 label : spot-0.40
32 1 0 434 286 143 -1 -1 -1 -1 label : spot-0.47
33 1 0 435 297 145 -1 -1 -1 -1 label : spot-0.47
34 1 0 436 316 137 -1 -1 -1 -1 label : spot-0.49
35 1 0 437 324 130 -1 -1 -1 -1 label : spot-0.49
36 1 3 436 322 135 -1 -1 -1 -1 label : spot-0.51
37 1 5 434 323 144 -1 -1 -1 -1 label : spot-0.51
38 1 0 431 344 147 -1 -1 -1 -1 label : spot-0.58
39 1 3 429 344 152 -1 -1 -1 -1 label : spot-0.60
40 1 0 428 359 154 -1 -1 -1 -1 label : spot-0.62
41 1 1 428 360 155 -1 -1 -1 -1 label : spot-0.61
42 1 1 429 362 156 -1 -1 -1 -1 label : spot-0.58
43 1 2 432 360 158 -1 -1 -1 -1 label : spot-0.56
44 1 1 433 364 160 -1 -1 -1 -1 label : spot-0.56
45 1 0 435 367 161 -1 -1 -1 -1 label : spot-0.57
46 1 1 436 367 165 -1 -1 -1 -1 label : spot-0.51
47 1 0 438 367 164 -1 -1 -1 -1 label : spot-0.48
48 1 1 442 359 163 -1 -1 -1 -1 label : spot-0.33
49 1 5 443 350 171 -1 -1 -1 -1 label : spot-0.30
50 1 0 446 357 171 -1 -1 -1 -1 label : spot-0.33
51 1 12 445 332 201 -1 -1 -1 -1 label : spot-0.38
53 1 0 450 363 178 -1 -1 -1 -1 label : spot-0.38
54 1 10 450 328 209 -1 -1 -1 -1 label : spot-0.30
55 1 6 456 332 224 -1 -1 -1 -1 label : spot-0.39
56 1 0 457 348 217 -1 -1 -1 -1 label : spot-0.47
57 1 6 463 318 234 -1 -1 -1 -1 label : spot-0.35
58 1 7 470 284 239 -1 -1 -1 -1 label : spot-0.32
77 2 980 313 12 38 -1 -1 -1 -1 label : fireHydrant 0.45
79 2 1030 318 11 32 -1 -1 -1 -1 label : fireHydrant 0.37
80 2 1045 320 11 30 -1 -1 -1 -1 label : fireHydrant 0.42
81 2 1062 322 10 28 -1 -1 -1 -1 label : fireHydrant 0.48
82 3 971 306 15 45 -1 -1 -1 -1 label : fireHydrant 0.54
83 3 970 305 15 45 -1 -1 -1 -1 label : fireHydrant 0.57
84 3 969 306 15 43 -1 -1 -1 -1 label : fireHydrant 0.56
85 3 968 306 15 43 -1 -1 -1 -1 label : fireHydrant 0.37
86 2 1044 321 10 28 -1 -1 -1 -1 label : fireHydrant 0.44
86 3 967 306 14 43 -1 -1 -1 -1 label : fireHydrant 0.35
87 2 1042 320 9 28 -1 -1 -1 -1 label : fireHydrant 0.43
87 3 966 308 15 41 -1 -1 -1 -1 label : fireHydrant 0.38
88 2 1041 320 10 28 -1 -1 -1 -1 label : fireHydrant 0.40
88 3 967 308 13 41 -1 -1 -1 -1 label : fireHydrant 0.33
89 2 1041 320 10 28 -1 -1 -1 -1 label : fireHydrant 0.37
90 2 1044 320 10 28 -1 -1 -1 -1 label : fireHydrant 0.34
91 3 966 309 14 41 -1 -1 -1 -1 label : fireHydrant 0.31
95 3 969 310 12 40 -1 -1 -1 -1 label : fireHydrant 0.47
98 3 1020 316 11 34 -1 -1 -1 -1 label : fireHydrant 0.36
99 3 1039 319 10 30 -1 -1 -1 -1 label : fireHydrant 0.45
100 3 1046 321 10 29 -1 -1 -1 -1 label : fireHydrant 0.43
101 3 1049 322 11 29 -1 -1 -1 -1 label : fireHydrant 0.51
102 3 1051 323 9 29 -1 -1 -1 -1 label : fireHydrant 0.51
103 3 1051 324 10 29 -1 -1 -1 -1 label : fireHydrant 0.39
104 3 1051 325 10 29 -1 -1 -1 -1 label : fireHydrant 0.39
105 3 1051 325 10 30 -1 -1 -1 -1 label : fireHydrant 0.42
