25 1 649 436 206 50 -1 -1 -1 -1 label : spot-0.36
26 1 649 436 206 51 -1 -1 -1 -1 label : spot-0.36
27 1 648 436 207 51 -1 -1 -1 -1 label : spot-0.39
29 1 646 436 206 51 -1 -1 -1 -1 label : spot-0.41
29 2 876 394 45 82 -1 -1 -1 -1 label : fireHydrant 0.36
30 1 646 436 205 52 -1 -1 -1 -1 label : spot-0.41
30 2 879 393 45 82 -1 -1 -1 -1 label : fireHydrant 0.37
31 1 645 436 206 53 -1 -1 -1 -1 label : spot-0.46
32 2 885 394 45 82 -1 -1 -1 -1 label : fireHydrant 0.45
33 1 650 436 191 49 -1 -1 -1 -1 label : spot-0.39
34 1 651 436 190 49 -1 -1 -1 -1 label : spot-0.39
39 1 653 439 194 47 -1 -1 -1 -1 label : spot-0.33
40 1 657 440 193 48 -1 -1 -1 -1 label : spot-0.32
63 4 700 425 578 183 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.59
64 4 693 424 586 185 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.59
65 4 687 425 592 181 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.56
66 4 689 425 590 180 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.56
67 4 698 420 575 186 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.56
67 5 1195 366 78 144 -1 -1 -1 -1 label : fireHydrant 0.36
68 4 695 418 581 188 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.56
68 5 1202 367 77 145 -1 -1 -1 -1 label : fireHydrant 0.36
69 4 698 417 577 188 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.56
69 5 1239 371 38 146 -1 -1 -1 -1 label : fireHydrant 0.50
70 4 699 417 575 188 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.56
70 5 1245 372 34 147 -1 -1 -1 -1 label : fireHydrant 0.50
71 4 703 417 573 186 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.49
72 4 704 417 573 184 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.49
73 4 717 418 560 181 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.40
74 4 721 419 555 178 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.40
75 4 702 417 464 127 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.32
76 4 715 416 390 108 -1 -1 -1 -1 label : invalidspot-coloredCurb 0.33
